timestamp,ambiente_temperature,energy,active_power,voltage,current,internal_temperature,cost,status
1606251600,21.7000,0.0317,31.7199,220.3733,0.1439,6.2525,192.6286,ON
1606255200,21.4000,0.0325,32.5361,220.8084,0.1473,5.4922,192.6492,ON
1606258800,21.3000,0.0445,44.4567,218.2322,0.2037,5.5017,192.6773,ON
1606262400,21.2000,0.0384,38.3878,219.0214,0.1753,6.2624,192.7016,ON
1606266000,21.1000,0.0417,41.7168,221.3742,0.1884,5.9657,192.7280,ON
1606269600,20.9000,0.0369,36.9499,221.4090,0.1669,6.1217,192.7514,ON
1606273200,21.0000,0.0406,40.6439,218.2144,0.1863,5.7964,192.7771,ON
1606276800,20.9000,0.0314,31.4422,219.8826,0.1430,6.0803,192.7970,ON
1606280400,20.6000,0.0299,29.9247,220.7882,0.1355,5.8415,192.8159,ON
1606284000,19.1000,0.0339,33.8538,222.3223,0.1523,6.0076,192.8373,ON
1606287600,18.4000,0.0263,26.2745,219.3220,0.1198,5.8458,192.8539,ON
1606291200,18.4000,0.0392,39.1729,222.3664,0.1762,5.6355,192.8787,ON
1606294800,18.8000,0.0279,27.8806,219.3226,0.1271,6.0732,192.8963,ON
1606298400,19.3000,0.0281,28.0577,218.8447,0.1282,5.8374,192.9141,ON
1606302000,23.1000,0.0513,51.3380,221.3468,0.2319,5.7325,192.9465,ON
1606305600,24.2000,0.0523,52.2685,220.5699,0.2370,6.1675,192.9796,ON
1606309200,23.5000,0.0479,47.9371,218.3881,0.2195,5.7302,193.0099,ON
1606312800,24.3000,0.0524,52.4362,220.6698,0.2376,6.3039,193.0431,ON
1606316400,25.6000,0.0345,34.5415,218.6644,0.1580,6.3606,193.0649,ON
1606320000,25.9000,0.0548,54.8460,221.8151,0.2473,6.3319,193.0996,ON
1606323600,26.0000,0.0493,49.2614,222.5767,0.2213,5.5298,193.1308,ON
1606327200,25.2000,0.0496,49.5566,222.0129,0.2232,5.7207,193.1621,ON
1606330800,24.5000,0.0547,54.6749,219.9255,0.2486,6.2617,193.1967,ON
1606334400,24.1000,0.0366,36.5955,217.7988,0.1680,6.0294,193.2199,ON
1606338000,23.1000,0.0490,49.0070,220.3161,0.2224,5.8091,193.2508,ON
1606341600,22.3000,0.0376,37.6327,222.1609,0.1694,5.7598,193.2746,ON
1606345200,21.9000,0.0332,33.2017,218.1924,0.1522,5.4682,193.2956,ON
1606348800,21.9000,0.0316,31.5929,218.5813,0.1445,5.7449,193.3156,ON
1606352400,21.7000,0.0439,43.9126,219.1531,0.2004,5.4629,193.3434,ON
1606356000,21.7000,0.0417,41.7021,218.1588,0.1912,5.5110,193.3698,ON
1606359600,21.9000,0.0411,41.1129,220.0670,0.1868,5.6489,193.3958,ON
1606363200,21.1000,0.0290,29.0002,220.0376,0.1318,5.8422,193.4141,ON
1606366800,20.7000,0.0366,36.6337,219.5312,0.1669,5.9981,193.4373,ON
1606370400,20.9000,0.0306,30.6479,219.6750,0.1395,5.4424,193.4567,ON
1606374000,20.3000,0.0384,38.4461,220.0515,0.1747,6.2918,193.4810,ON
1606377600,19.9000,0.0445,44.5054,219.3694,0.2029,6.0807,193.5091,ON
1606381200,19.7000,0.0431,43.0523,217.7862,0.1977,5.3178,193.5364,ON
1606384800,21.7000,0.0298,29.7534,219.3448,0.1356,5.9272,193.5552,ON
1606388400,21.6000,0.0466,46.5572,219.1797,0.2124,5.9846,193.5846,ON
1606392000,22.6000,0.0316,31.5968,220.0701,0.1436,6.1938,193.6046,ON
1606395600,21.9000,0.0482,48.1556,219.0803,0.2198,5.4000,193.6351,ON
1606399200,23.5000,0.0523,52.3060,222.3948,0.2352,6.2499,193.6682,ON
1606402800,23.3000,0.0498,49.7685,220.9621,0.2252,5.4495,193.6996,ON
1606406400,23.2000,0.0312,31.2268,222.2496,0.1405,5.8256,193.7194,ON
1606410000,22.8000,0.0407,40.7377,221.0660,0.1843,5.8886,193.7452,ON
1606413600,22.8000,0.0421,42.0643,222.2371,0.1893,6.2644,193.7718,ON
1606417200,22.8000,0.0479,47.9491,219.3162,0.2186,5.3988,193.8021,ON
1606420800,22.6000,0.0417,41.7259,222.4144,0.1876,6.0564,193.8285,ON
1606424400,21.9000,0.0314,31.3739,217.7650,0.1441,5.6573,193.8483,ON
1606428000,21.9000,0.0366,36.6180,218.7075,0.1674,5.4939,193.8715,ON
1606431600,21.5000,0.0363,36.3365,219.0184,0.1659,6.2042,193.8945,ON
1606435200,21.0000,0.0373,37.3156,219.7293,0.1698,5.5382,193.9181,ON
1606438800,20.3000,0.0328,32.8491,219.0065,0.1500,6.0565,193.9389,ON
1606442400,20.6000,0.0299,29.8705,220.8442,0.1353,5.6033,193.9577,ON
1606446000,20.5000,0.0352,35.1963,218.8860,0.1608,6.0319,193.9800,ON
1606449600,21.3000,0.0421,42.1134,217.9128,0.1933,5.3880,194.0066,ON
1606453200,21.0000,0.0422,42.2076,220.6982,0.1912,5.4135,194.0333,ON
1606456800,21.0000,0.0450,45.0204,222.5696,0.2023,5.5316,194.0618,ON
1606460400,20.7000,0.0443,44.2968,219.8258,0.2015,5.8943,194.0898,ON
1606464000,20.7000,0.0391,39.1128,220.3322,0.1775,5.3919,194.1146,ON
1606467600,20.7000,0.0400,39.9551,218.3498,0.1830,6.1937,194.1398,ON
1606471200,20.6000,0.0408,40.7880,219.4448,0.1859,5.2517,194.1656,ON
1606474800,21.8000,0.0477,47.7300,218.2708,0.2187,5.9520,194.1958,ON
1606478400,22.3000,0.0387,38.7146,217.8296,0.1777,5.9407,194.2203,ON
1606482000,23.5000,0.0410,41.0102,221.1314,0.1855,5.7502,194.2463,ON
1606485600,23.8000,0.0349,34.8979,221.4984,0.1576,5.4846,194.2683,ON
1606489200,24.3000,0.0491,49.1393,219.8491,0.2235,5.5634,194.2994,ON
1606492800,25.3000,0.0564,56.4293,218.1893,0.2586,5.4786,194.3351,ON
1606496400,24.2000,0.0437,43.6670,222.0555,0.1966,6.1478,194.3627,ON
1606500000,24.5000,0.0451,45.1454,221.0382,0.2042,5.2132,194.3913,ON
1606503600,25.0000,0.0523,52.3017,219.0953,0.2387,5.8115,194.4243,ON
1606507200,23.3000,0.0435,43.5414,220.3123,0.1976,5.4465,194.4519,ON
1606510800,22.1000,0.0493,49.2634,220.7464,0.2232,5.9756,194.4830,ON
1606514400,21.5000,0.0324,32.4339,218.1568,0.1487,6.0547,194.5036,ON
1606518000,21.9000,0.0394,39.4321,220.4526,0.1789,5.4244,194.5285,ON
1606521600,22.3000,0.0366,36.5834,217.6218,0.1681,5.9492,194.5516,ON
1606525200,22.3000,0.0462,46.2267,222.2728,0.2080,5.8419,194.5809,ON
1606528800,22.2000,0.0360,36.0052,218.1524,0.1650,5.6135,194.6036,ON
1606532400,22.0000,0.0319,31.9128,219.4607,0.1454,5.2131,194.6238,ON
1606536000,21.7000,0.0455,45.4840,222.4163,0.2045,5.2913,194.6526,ON
1606539600,21.3000,0.0362,36.2437,220.0721,0.1647,5.3763,194.6755,ON
1606543200,20.6000,0.0309,30.9414,218.9033,0.1413,6.0270,194.6951,ON
1606546800,19.6000,0.0399,39.8531,218.9959,0.1820,5.7328,194.7203,ON
1606550400,19.5000,0.0300,30.0322,217.6502,0.1380,5.2574,194.7393,ON
1606554000,20.2000,0.0451,45.0727,219.0100,0.2058,5.2968,194.7678,ON
1606557600,21.1000,0.0396,39.5692,222.4024,0.1779,5.1935,194.7928,ON
1606561200,23.4000,0.0314,31.4388,221.4681,0.1420,5.6537,194.8127,ON
1606564800,23.3000,0.0436,43.6210,220.2149,0.1981,5.2446,194.8403,ON
1606568400,23.7000,0.0342,34.2074,220.5259,0.1551,5.8487,194.8619,ON
1606572000,23.8000,0.0423,42.2875,219.0615,0.1930,5.9434,194.8887,ON
1606575600,24.5000,0.0459,45.9187,221.2844,0.2075,6.1147,194.9177,ON
1606579200,24.8000,0.0396,39.5654,221.1405,0.1789,5.4080,194.9428,ON
1606582800,24.6000,0.0427,42.6572,218.0577,0.1956,5.7134,194.9697,ON
1606586400,24.6000,0.0382,38.2161,221.3331,0.1727,5.4184,194.9939,ON
1606590000,23.9000,0.0394,39.3763,217.7623,0.1808,5.3881,195.0188,ON
1606593600,22.1000,0.0390,39.0096,220.6282,0.1768,5.9072,195.0435,ON
1606597200,21.5000,0.0355,35.4689,221.0775,0.1604,5.2765,195.0659,ON
1606600800,21.3000,0.0290,28.9856,220.2572,0.1316,5.4309,195.0843,ON
1606604400,21.2000,0.0293,29.2939,220.8885,0.1326,5.5409,195.1028,ON
1606608000,20.6000,0.0430,43.0156,222.4715,0.1934,5.7716,195.1300,ON
1606611600,20.4000,0.0395,39.4555,220.3546,0.1791,5.9605,195.1549,ON
1606615200,19.2000,0.0365,36.5404,220.6897,0.1656,5.3901,195.1781,ON
1606618800,17.9000,0.0335,33.5034,220.1300,0.1522,5.1730,195.1992,ON
1606622400,16.9000,0.0352,35.2312,220.9158,0.1595,5.9625,195.2215,ON
1606626000,16.7000,0.0373,37.3198,220.9600,0.1689,5.2263,195.2451,ON
1606629600,16.2000,0.0246,24.6221,218.8759,0.1125,5.5313,195.2607,ON
1606633200,15.7000,0.0312,31.1567,219.4464,0.1420,5.7456,195.2804,ON
1606636800,14.9000,0.0300,30.0179,217.8639,0.1378,5.6405,195.2994,ON
1606640400,16.5000,0.0366,36.5827,217.9848,0.1678,6.0690,195.3225,ON
1606644000,20.4000,0.0283,28.2796,221.6167,0.1276,5.1839,195.3404,ON
1606647600,21.3000,0.0314,31.3683,221.5722,0.1416,5.9284,195.3603,ON
1606651200,23.6000,0.0497,49.6676,221.0030,0.2247,5.9789,195.3917,ON
1606654800,24.1000,0.0472,47.2090,217.7761,0.2168,5.9214,195.4215,ON
1606658400,25.3000,0.0461,46.0898,219.1289,0.2103,5.3057,195.4507,ON
1606662000,25.3000,0.0438,43.7611,220.1930,0.1987,5.3382,195.4784,ON
1606665600,25.5000,0.0517,51.6905,221.8991,0.2329,5.8681,195.5111,ON
1606669200,26.2000,0.0427,42.6850,220.7860,0.1933,5.3721,195.5381,ON
1606672800,25.1000,0.0547,54.6915,221.9287,0.2464,5.2154,195.5726,ON
1606676400,24.8000,0.0355,35.4840,220.0435,0.1613,5.6471,195.5951,ON
1606680000,24.2000,0.0412,41.1637,220.0168,0.1871,5.2473,195.6211,ON
1606683600,23.5000,0.0365,36.4634,220.1399,0.1656,5.8362,195.6442,ON
1606687200,22.8000,0.0354,35.4264,219.5784,0.1613,5.4311,195.6666,ON
1606690800,22.5000,0.0452,45.2293,219.3918,0.2062,5.8462,195.6952,ON
1606694400,21.9000,0.0428,42.8453,222.5546,0.1925,6.0525,195.7223,ON
1606698000,20.6000,0.0417,41.7322,221.4242,0.1885,5.8090,195.7487,ON
1606701600,20.8000,0.0444,44.3511,221.1698,0.2005,5.5745,195.7767,ON
1606705200,21.2000,0.0466,46.6311,220.9391,0.2111,5.7336,195.8062,ON
1606708800,21.4000,0.0433,43.3141,218.2064,0.1985,5.3936,195.8336,ON
1606712400,20.8000,0.0324,32.4291,218.6418,0.1483,5.2406,195.8541,ON
1606716000,20.6000,0.0000,0.0000,219.2285,0.0000,5.8049,195.8541,OFF
1606719600,19.9000,0.0000,0.0000,218.5989,0.0000,5.7294,195.8541,OFF
1606723200,19.9000,0.0000,0.0000,221.5510,0.0000,5.1429,195.8541,OFF
1606726800,20.8000,0.0000,0.0000,219.5661,0.0000,5.6901,195.8541,OFF
1606730400,22.2000,0.0000,0.0000,218.2230,0.0000,5.3394,195.8541,OFF
1606734000,23.6000,0.0000,0.0000,218.5299,0.0000,5.9943,195.8541,OFF
