timestamp,ambiente_temperature,energy,active_power,voltage,current,internal_temperature,cost,status
1578085200,29.5000,0.0605,60.5490,219.9557,0.2753,8.0608,2.2808,ON
1578088800,29.0000,0.0544,54.3996,220.0520,0.2472,7.6924,2.3152,ON
1578092400,27.3000,0.0382,38.1678,220.5938,0.1730,7.9534,2.3393,ON
1578096000,26.0000,0.0430,43.0443,221.6608,0.1942,7.9263,2.3666,ON
1578099600,26.4000,0.0433,43.2947,219.2608,0.1975,7.7928,2.3939,ON
1578103200,25.3000,0.0430,43.0265,218.6956,0.1967,8.1759,2.4211,ON
1578106800,25.3000,0.0368,36.7807,220.8583,0.1665,8.4284,2.4444,ON
1578110400,25.4000,0.0362,36.2306,221.3940,0.1636,8.2655,2.4673,ON
1578114000,25.3000,0.0371,37.1027,218.9141,0.1695,7.9318,2.4908,ON
1578117600,25.2000,0.0516,51.5924,222.3076,0.2321,8.1889,2.5234,ON
1578121200,24.6000,0.0500,49.9565,222.0909,0.2249,7.6672,2.5550,ON
1578124800,24.5000,0.0417,41.6706,218.4234,0.1908,7.6043,2.5814,ON
1578128400,25.3000,0.0380,37.9972,219.1395,0.1734,8.4236,2.6054,ON
1578132000,25.1000,0.0388,38.8458,219.6078,0.1769,8.1225,2.6300,ON
1578135600,25.2000,0.0518,51.7972,221.7435,0.2336,7.6956,2.6627,ON
1578139200,25.0000,0.0436,43.5744,218.6389,0.1993,7.6413,2.6903,ON
1578142800,24.4000,0.0459,45.9200,220.7532,0.2080,7.7628,2.7193,ON
1578146400,25.2000,0.0341,34.0703,218.4164,0.1560,7.7257,2.7409,ON
1578150000,25.7000,0.0416,41.5525,218.3403,0.1903,8.4173,2.7672,ON
1578153600,25.4000,0.0516,51.6040,220.2679,0.2343,7.7076,2.7998,ON
1578157200,25.5000,0.0359,35.9463,219.4901,0.1638,7.6056,2.8226,ON
1578160800,24.3000,0.0514,51.3976,219.7859,0.2339,8.0974,2.8551,ON
1578164400,24.2000,0.0479,47.8600,220.2302,0.2173,7.7936,2.8853,ON
1578168000,24.7000,0.0368,36.7500,219.8393,0.1672,7.7405,2.9086,ON
1578171600,24.6000,0.0434,43.3509,219.6725,0.1973,8.2096,2.9360,ON
1578175200,24.2000,0.0359,35.8634,219.8466,0.1631,8.1445,2.9587,ON
1578178800,24.1000,0.0330,33.0422,219.3180,0.1507,7.9215,2.9796,ON
1578182400,23.8000,0.0361,36.1007,217.8401,0.1657,8.3516,3.0024,ON
1578186000,23.5000,0.0506,50.6106,218.1370,0.2320,7.5444,3.0344,ON
1578189600,23.2000,0.0437,43.7190,219.9743,0.1987,7.5883,3.0621,ON
1578193200,23.0000,0.0421,42.0949,218.5572,0.1926,8.4076,3.0887,ON
1578196800,23.1000,0.0432,43.1957,219.9201,0.1964,7.8946,3.1160,ON
1578200400,23.0000,0.0428,42.8129,219.5976,0.1950,7.8365,3.1431,ON
1578204000,23.0000,0.0497,49.7132,219.9919,0.2260,8.3229,3.1745,ON
1578207600,23.0000,0.0474,47.4117,222.0167,0.2136,7.8813,3.2045,ON
1578211200,23.4000,0.0426,42.5707,218.6947,0.1947,8.0307,3.2314,ON
1578214800,23.6000,0.0372,37.2264,219.2042,0.1698,7.6845,3.2550,ON
1578218400,23.7000,0.0485,48.4634,217.9311,0.2224,7.9839,3.2856,ON
1578222000,24.2000,0.0471,47.0530,218.6998,0.2151,7.6255,3.3154,ON
1578225600,24.3000,0.0379,37.9158,220.2638,0.1721,7.5939,3.3394,ON
1578229200,22.9000,0.0496,49.5682,221.1706,0.2241,8.1447,3.3707,ON
1578232800,23.1000,0.0387,38.7328,219.7484,0.1763,8.0111,3.3952,ON
1578236400,23.8000,0.0324,32.4254,221.3717,0.1465,8.1214,3.4157,ON
1578240000,25.1000,0.0535,53.4690,221.8989,0.2410,7.9098,3.4496,ON
1578243600,24.8000,0.0456,45.5524,221.2590,0.2059,7.9819,3.4784,ON
1578247200,24.7000,0.0534,53.4212,220.3183,0.2425,8.4247,3.5122,ON
1578250800,26.2000,0.0445,44.4852,221.7402,0.2006,7.5437,3.5403,ON
1578254400,24.9000,0.0399,39.8534,218.8831,0.1821,7.8570,3.5655,ON
1578258000,24.4000,0.0533,53.3430,222.2569,0.2400,7.6251,3.5992,ON
1578261600,24.3000,0.0332,33.2170,217.5820,0.1527,7.8887,3.6203,ON
1578265200,24.1000,0.0440,43.9519,221.5734,0.1984,8.3626,3.6481,ON
1578268800,24.3000,0.0497,49.6739,219.7840,0.2260,8.0528,3.6795,ON
1578272400,24.1000,0.0504,50.3699,220.8590,0.2281,7.7893,3.7113,ON
1578276000,24.1000,0.0526,52.5539,221.0349,0.2378,8.1859,3.7446,ON
1578279600,23.2000,0.0429,42.8559,220.6366,0.1942,7.5730,3.7717,ON
1578283200,22.8000,0.0503,50.2930,221.9488,0.2266,7.4437,3.8035,ON
1578286800,22.3000,0.0417,41.7309,221.7712,0.1882,8.0187,3.8299,ON
1578290400,21.9000,0.0435,43.4591,222.4791,0.1953,7.9392,3.8574,ON
1578294000,22.0000,0.0314,31.3619,219.2313,0.1431,7.8876,3.8772,ON
1578297600,22.1000,0.0369,36.8820,220.0958,0.1676,7.9580,3.9005,ON
1578301200,21.8000,0.0334,33.3558,220.1511,0.1515,8.4239,3.9216,ON
1578304800,22.6000,0.0486,48.5802,218.9280,0.2219,7.5340,3.9524,ON
1578308400,23.5000,0.0365,36.4978,218.7110,0.1669,8.4331,3.9754,ON
1578312000,25.6000,0.0404,40.4132,222.5161,0.1816,8.0265,4.0010,ON
1578315600,26.9000,0.0503,50.2604,220.6589,0.2278,7.8508,4.0328,ON
1578319200,27.3000,0.0583,58.2718,219.3469,0.2657,8.2362,4.0696,ON
1578322800,30.0000,0.0576,57.5669,219.0430,0.2628,8.3609,4.1061,ON
1578326400,29.6000,0.0468,46.7920,220.0550,0.2126,7.9593,4.1357,ON
1578330000,29.2000,0.0602,60.2067,221.9037,0.2713,8.2691,4.1737,ON
1578333600,29.2000,0.0527,52.6935,221.0459,0.2384,7.6892,4.2071,ON
1578337200,29.8000,0.0530,53.0014,220.7119,0.2401,8.4035,4.2406,ON
1578340800,28.4000,0.0482,48.2133,217.6215,0.2215,7.9101,4.2711,ON
1578344400,28.1000,0.0520,51.9829,220.0286,0.2363,8.1372,4.3040,ON
1578348000,27.0000,0.0453,45.3414,219.4221,0.2066,7.9280,4.3326,ON
1578351600,26.4000,0.0479,47.8526,222.3991,0.2152,8.3521,4.3629,ON
1578355200,26.5000,0.0411,41.0509,218.8308,0.1876,8.3715,4.3889,ON
1578358800,25.1000,0.0450,44.9942,217.5718,0.2068,7.5020,4.4173,ON
1578362400,24.4000,0.0436,43.5997,217.8636,0.2001,8.3518,4.4449,ON
1578366000,24.4000,0.0511,51.0920,221.7393,0.2304,7.7763,4.4772,ON
1578369600,24.5000,0.0396,39.6260,218.9757,0.1810,7.7582,4.5023,ON
1578373200,24.1000,0.0370,36.9810,222.2836,0.1664,7.5593,4.5257,ON
1578376800,24.3000,0.0459,45.8847,218.9371,0.2096,8.4335,4.5547,ON
1578380400,24.6000,0.0517,51.7319,222.5495,0.2325,7.7786,4.5874,ON
1578384000,25.0000,0.0492,49.2078,217.6026,0.2261,7.8221,4.6185,ON
1578387600,25.2000,0.0401,40.0985,220.0279,0.1822,7.5987,4.6439,ON
1578391200,25.3000,0.0531,53.1100,222.3836,0.2388,7.6698,4.6775,ON
1578394800,27.0000,0.0501,50.0666,221.3623,0.2262,8.1610,4.7092,ON
1578398400,28.0000,0.0550,55.0422,221.1907,0.2488,7.6053,4.7440,ON
1578402000,30.5000,0.0568,56.8393,220.5731,0.2577,8.1088,4.7799,ON
1578405600,31.0000,0.0523,52.2775,217.8297,0.2400,7.9020,4.8130,ON
1578409200,31.4000,0.0624,62.3888,219.2127,0.2846,8.3962,4.8524,ON
1578412800,34.9000,0.0487,48.6769,220.6854,0.2206,8.4428,4.8832,ON
1578416400,33.5000,0.0710,70.9597,217.8591,0.3257,8.2948,4.9281,ON
1578420000,32.2000,0.0697,69.7421,220.2127,0.3167,7.9438,4.9722,ON
1578423600,30.6000,0.0656,65.5925,220.6588,0.2973,7.9796,5.0137,ON
1578427200,30.0000,0.0426,42.6292,217.9542,0.1956,7.6381,5.0407,ON
1578430800,26.2000,0.0394,39.4066,220.3094,0.1789,7.9169,5.0656,ON
1578434400,25.7000,0.0446,44.5732,217.5425,0.2049,8.0015,5.0938,ON
1578438000,25.7000,0.0491,49.0959,220.1611,0.2230,8.2424,5.1248,ON
1578441600,25.7000,0.0457,45.7291,220.7474,0.2072,7.7332,5.1538,ON
1578445200,25.6000,0.0420,42.0296,221.6610,0.1896,7.5937,5.1803,ON
1578448800,27.4000,0.0483,48.2868,218.1302,0.2214,8.2240,5.2109,ON
1578452400,27.8000,0.0471,47.1176,220.9132,0.2133,8.3895,5.2407,ON
1578456000,26.7000,0.0495,49.4888,217.6140,0.2274,7.8950,5.2720,ON
1578459600,25.9000,0.0555,55.5113,222.3774,0.2496,8.4691,5.3071,ON
1578463200,25.8000,0.0396,39.6040,219.2982,0.1806,7.7169,5.3321,ON
1578466800,26.2000,0.0385,38.5399,217.7605,0.1770,8.1948,5.3565,ON
1578470400,25.5000,0.0492,49.2255,218.5463,0.2252,8.0413,5.3877,ON
1578474000,25.6000,0.0494,49.4179,221.9570,0.2226,7.6996,5.4189,ON
1578477600,25.9000,0.0489,48.8998,220.8446,0.2214,7.7758,5.4498,ON
1578481200,27.7000,0.0395,39.4684,222.1317,0.1777,7.9605,5.4748,ON
1578484800,29.8000,0.0514,51.4341,221.7192,0.2320,7.5606,5.5073,ON
1578488400,29.0000,0.0607,60.7154,220.6216,0.2752,7.5347,5.5457,ON
1578492000,29.2000,0.0400,40.0011,222.3225,0.1799,7.7203,5.5710,ON
1578495600,28.8000,0.0640,63.9887,220.0965,0.2907,7.6732,5.6115,ON
1578499200,28.9000,0.0472,47.1601,218.4543,0.2159,8.1755,5.6413,ON
1578502800,29.3000,0.0552,55.1609,218.4848,0.2525,7.8935,5.6762,ON
1578506400,28.9000,0.0583,58.2962,219.9187,0.2651,8.4340,5.7131,ON
1578510000,28.4000,0.0580,58.0239,218.8003,0.2652,8.0866,5.7498,ON
1578513600,27.5000,0.0583,58.3047,220.1918,0.2648,8.2577,5.7867,ON
1578517200,26.6000,0.0489,48.9357,222.2304,0.2202,8.1862,5.8176,ON
1578520800,26.4000,0.0410,40.9979,217.7421,0.1883,8.0584,5.8436,ON
1578524400,26.4000,0.0358,35.7736,221.2776,0.1617,7.6188,5.8662,ON
1578528000,25.7000,0.0488,48.8081,218.7639,0.2231,7.5647,5.8971,ON
1578531600,25.4000,0.0523,52.3125,217.6131,0.2404,8.3564,5.9301,ON
1578535200,24.9000,0.0525,52.4846,221.1787,0.2373,7.5462,5.9633,ON
1578538800,24.7000,0.0365,36.4913,218.7829,0.1668,8.3707,5.9864,ON
1578542400,24.0000,0.0388,38.7548,219.3612,0.1767,7.8484,6.0109,ON
1578546000,23.9000,0.0417,41.6825,222.2813,0.1875,8.4011,6.0373,ON
1578549600,23.6000,0.0466,46.5586,218.7922,0.2128,7.7173,6.0667,ON
1578553200,23.5000,0.0477,47.6963,218.5408,0.2182,7.9856,6.0969,ON
1578556800,23.7000,0.0407,40.7466,218.0618,0.1869,7.8207,6.1227,ON
1578560400,23.0000,0.0324,32.4437,221.8638,0.1462,8.0912,6.1432,ON
1578564000,24.9000,0.0365,36.5240,221.9325,0.1646,7.5520,6.1663,ON
1578567600,26.2000,0.0435,43.5374,219.0150,0.1988,8.0005,6.1938,ON
1578571200,28.7000,0.0510,51.0472,218.1195,0.2340,8.3672,6.2261,ON
1578574800,29.0000,0.0410,40.9854,217.9515,0.1880,8.0309,6.2520,ON
1578578400,28.9000,0.0586,58.6480,219.1607,0.2676,7.8825,6.2891,ON
1578582000,30.6000,0.0436,43.6408,218.1754,0.2000,8.4011,6.3167,ON
1578585600,30.6000,0.0447,44.7055,218.5884,0.2045,7.5879,6.3450,ON
1578589200,31.2000,0.0598,59.7617,222.1598,0.2690,8.3913,6.3828,ON
1578592800,32.1000,0.0444,44.4408,218.3151,0.2036,8.3827,6.4109,ON
1578596400,31.2000,0.0420,42.0472,218.9735,0.1920,8.4164,6.4375,ON
1578600000,30.7000,0.0679,67.9290,219.9326,0.3089,7.6868,6.4805,ON
1578603600,29.7000,0.0630,63.0295,218.7636,0.2881,8.1456,6.5203,ON
1578607200,28.8000,0.0564,56.3734,218.0797,0.2585,7.8991,6.5560,ON
1578610800,28.2000,0.0612,61.2123,217.6778,0.2812,7.6753,6.5947,ON
1578614400,28.2000,0.0569,56.9271,218.0754,0.2610,8.2996,6.6307,ON
1578618000,28.2000,0.0495,49.4851,222.0786,0.2228,7.7238,6.6620,ON
1578621600,27.9000,0.0381,38.0645,221.2356,0.1721,8.2650,6.6861,ON
1578625200,27.7000,0.0454,45.4055,221.1354,0.2053,7.9538,6.7148,ON
1578628800,27.5000,0.0545,54.4820,221.4475,0.2460,8.2654,6.7493,ON
1578632400,27.4000,0.0382,38.1770,221.9656,0.1720,8.4566,6.7734,ON
1578636000,27.4000,0.0376,37.6235,221.5304,0.1698,7.9823,6.7972,ON
1578639600,27.2000,0.0565,56.4613,219.3960,0.2573,8.4548,6.8329,ON
1578643200,27.1000,0.0560,56.0390,220.5486,0.2541,8.2511,6.8684,ON
1578646800,27.1000,0.0401,40.0738,220.9369,0.1814,7.8923,6.8937,ON
1578650400,27.3000,0.0478,47.7776,220.2274,0.2169,7.7751,6.9239,ON
1578654000,28.0000,0.0425,42.5125,217.9529,0.1951,8.3637,6.9508,ON
1578657600,29.3000,0.0408,40.8117,221.3742,0.1844,7.7945,6.9766,ON
1578661200,30.4000,0.0559,55.9329,218.5977,0.2559,8.0202,7.0120,ON
1578664800,31.2000,0.0594,59.4391,219.0250,0.2714,8.2502,7.0496,ON
1578668400,31.9000,0.0605,60.5076,221.3356,0.2734,7.8718,7.0879,ON
1578672000,31.3000,0.0615,61.4632,217.6637,0.2824,7.6081,7.1268,ON
1578675600,31.4000,0.0584,58.4318,219.5529,0.2661,7.6852,7.1637,ON
1578679200,31.4000,0.0467,46.7487,219.8466,0.2126,7.8021,7.1933,ON
1578682800,29.9000,0.0631,63.1277,219.1394,0.2881,7.7410,7.2332,ON
1578686400,28.7000,0.0411,41.0848,219.6290,0.1871,7.9985,7.2592,ON
1578690000,27.2000,0.0419,41.8745,221.5681,0.1890,7.6747,7.2857,ON
1578693600,27.9000,0.0413,41.2754,222.0753,0.1859,8.1458,7.3118,ON
1578697200,28.0000,0.0421,42.0673,220.9954,0.1904,7.8898,7.3384,ON
1578700800,27.9000,0.0611,61.0686,218.7940,0.2791,7.6816,7.3770,ON
1578704400,26.8000,0.0405,40.5488,218.8857,0.1853,7.9872,7.4027,ON
1578708000,25.8000,0.0533,53.3214,217.5608,0.2451,7.6150,7.4364,ON
1578711600,25.3000,0.0501,50.0921,221.9336,0.2257,8.0433,7.4681,ON
1578715200,24.4000,0.0489,48.8583,217.9990,0.2241,8.2234,7.4990,ON
1578718800,24.3000,0.0473,47.2938,221.8602,0.2132,8.5356,7.5289,ON
1578722400,24.2000,0.0356,35.6150,221.9555,0.1605,8.3314,7.5514,ON
1578726000,24.3000,0.0517,51.7444,219.3616,0.2359,7.9989,7.5841,ON
1578729600,23.8000,0.0421,42.1332,217.9146,0.1933,8.4800,7.6108,ON
1578733200,23.7000,0.0527,52.6942,217.9309,0.2418,7.8580,7.6441,ON
1578736800,25.2000,0.0530,53.0415,220.2840,0.2408,8.2220,7.6777,ON
1578740400,28.8000,0.0603,60.3191,220.6851,0.2733,8.1646,7.7158,ON
1578744000,27.9000,0.0431,43.0946,220.8165,0.1952,7.6068,7.7431,ON
1578747600,28.9000,0.0627,62.7144,221.3785,0.2833,8.0118,7.7827,ON
1578751200,29.3000,0.0555,55.4642,220.0680,0.2520,8.3090,7.8178,ON
1578754800,30.6000,0.0587,58.7304,218.1064,0.2693,8.5361,7.8550,ON
1578758400,31.2000,0.0674,67.3975,218.3844,0.3086,8.1558,7.8976,ON
1578762000,31.4000,0.0486,48.5828,221.6803,0.2192,7.9712,7.9283,ON
1578765600,29.5000,0.0431,43.0874,218.5587,0.1971,7.7038,7.9556,ON
1578769200,29.0000,0.0390,38.9623,221.7238,0.1757,8.4903,7.9802,ON
1578772800,28.7000,0.0596,59.6343,219.5863,0.2716,7.6939,8.0179,ON
1578776400,27.2000,0.0460,46.0160,220.6840,0.2085,7.9427,8.0470,ON
1578780000,26.6000,0.0511,51.1248,218.4501,0.2340,8.2789,8.0794,ON
1578783600,26.8000,0.0537,53.6867,218.6043,0.2456,8.1177,8.1133,ON
1578787200,26.7000,0.0566,56.6037,217.8036,0.2599,8.2546,8.1491,ON
1578790800,26.4000,0.0410,40.9553,221.0212,0.1853,7.9265,8.1750,ON
1578794400,26.2000,0.0582,58.2296,219.2301,0.2656,8.1548,8.2119,ON
1578798000,26.3000,0.0472,47.2317,219.3292,0.2153,8.2414,8.2417,ON
1578801600,26.1000,0.0473,47.2565,218.1693,0.2166,7.8079,8.2716,ON
1578805200,25.9000,0.0541,54.0949,219.4301,0.2465,8.4546,8.3058,ON
1578808800,25.5000,0.0484,48.3529,219.4667,0.2203,8.5399,8.3364,ON
1578812400,24.8000,0.0467,46.6963,218.7868,0.2134,8.6121,8.3660,ON
1578816000,24.6000,0.0330,33.0131,222.5621,0.1483,8.1861,8.3868,ON
1578819600,24.3000,0.0342,34.1779,221.5087,0.1543,8.1676,8.4085,ON
1578823200,24.6000,0.0426,42.6203,219.8139,0.1939,8.6102,8.4354,ON
1578826800,25.9000,0.0399,39.9086,219.2938,0.1820,7.7654,8.4607,ON
1578830400,26.8000,0.0432,43.1992,219.9903,0.1964,8.0280,8.4880,ON
1578834000,27.0000,0.0586,58.5827,220.5494,0.2656,8.3813,8.5250,ON
1578837600,28.4000,0.0597,59.6641,218.5040,0.2731,8.1332,8.5628,ON
1578841200,28.7000,0.0606,60.5560,221.9206,0.2729,7.6461,8.6011,ON
1578844800,29.2000,0.0414,41.3791,220.2656,0.1879,8.5843,8.6272,ON
1578848400,29.8000,0.0607,60.6921,218.8986,0.2773,8.2742,8.6656,ON
1578852000,29.8000,0.0459,45.9176,221.1470,0.2076,7.7631,8.6947,ON
1578855600,29.6000,0.0445,44.4692,217.7412,0.2042,8.1738,8.7228,ON
1578859200,28.3000,0.0608,60.8407,219.2201,0.2775,8.5518,8.7613,ON
1578862800,27.7000,0.0487,48.6521,218.7663,0.2224,7.8749,8.7921,ON
1578866400,27.4000,0.0441,44.1370,222.4735,0.1984,8.0246,8.8200,ON
1578870000,27.3000,0.0588,58.8007,220.9173,0.2662,8.5690,8.8572,ON
1578873600,27.2000,0.0507,50.6509,220.3867,0.2298,8.2339,8.8892,ON
1578877200,27.1000,0.0405,40.5071,218.1571,0.1857,8.5411,8.9148,ON
1578880800,26.6000,0.0528,52.7783,220.9015,0.2389,7.9334,8.9482,ON
1578884400,25.9000,0.0497,49.6688,222.1757,0.2236,8.3420,8.9796,ON
1578888000,24.5000,0.0393,39.3402,221.4033,0.1777,7.9005,9.0045,ON
1578891600,24.0000,0.0488,48.8408,218.3239,0.2237,8.1183,9.0354,ON
1578895200,23.2000,0.0442,44.2480,221.5538,0.1997,8.4219,9.0634,ON
1578898800,22.6000,0.0501,50.1058,220.2842,0.2275,7.9603,9.0951,ON
1578902400,22.6000,0.0452,45.1618,218.8876,0.2063,8.0874,9.1236,ON
1578906000,22.5000,0.0379,37.9265,222.2372,0.1707,8.2820,9.1476,ON
1578909600,22.9000,0.0457,45.7060,218.6611,0.2090,8.5415,9.1765,ON
1578913200,23.8000,0.0432,43.2284,221.4208,0.1952,8.2955,9.2039,ON
1578916800,26.4000,0.0516,51.5663,220.0568,0.2343,8.6101,9.2365,ON
1578920400,28.5000,0.0544,54.4426,222.4982,0.2447,8.3759,9.2709,ON
1578924000,30.0000,0.0515,51.4518,217.8644,0.2362,8.5555,9.3035,ON
1578927600,30.8000,0.0545,54.4960,221.2845,0.2463,8.5287,9.3379,ON
1578931200,31.0000,0.0429,42.9279,219.5769,0.1955,7.7111,9.3651,ON
1578934800,31.0000,0.0494,49.4467,220.9061,0.2238,7.9752,9.3964,ON
1578938400,29.9000,0.0536,53.5993,218.6306,0.2452,8.3620,9.4303,ON
1578942000,29.1000,0.0417,41.7132,221.5924,0.1882,8.6049,9.4566,ON
1578945600,28.5000,0.0489,48.9056,220.6935,0.2216,8.3635,9.4876,ON
1578949200,28.2000,0.0439,43.9207,220.4111,0.1993,8.4287,9.5153,ON
1578952800,28.1000,0.0436,43.5802,219.2077,0.1988,8.2523,9.5429,ON
1578956400,26.9000,0.0508,50.8049,218.8214,0.2322,8.0961,9.5750,ON
1578960000,25.0000,0.0356,35.5718,220.1374,0.1616,8.2256,9.5975,ON
1578963600,25.4000,0.0433,43.3426,222.2345,0.1950,8.4875,9.6250,ON
1578967200,24.9000,0.0406,40.6480,220.4558,0.1844,7.9710,9.6507,ON
1578970800,24.6000,0.0444,44.3980,220.7637,0.2011,8.0119,9.6787,ON
1578974400,24.6000,0.0399,39.9436,218.7206,0.1826,7.7306,9.7040,ON
1578978000,24.5000,0.0395,39.4820,222.1791,0.1777,7.7660,9.7290,ON
1578981600,24.3000,0.0541,54.1061,218.9237,0.2471,8.5598,9.7632,ON
1578985200,24.3000,0.0521,52.1138,221.9097,0.2348,8.1673,9.7962,ON
1578988800,24.9000,0.0430,43.0487,217.6544,0.1978,8.5707,9.8234,ON
1578992400,24.9000,0.0346,34.6262,221.7511,0.1561,7.9503,9.8453,ON
1578996000,24.2000,0.0520,51.9784,222.1034,0.2340,7.6299,9.8782,ON
1578999600,26.9000,0.0435,43.4521,221.1499,0.1965,7.7723,9.9057,ON
